Country,Year,Political_Dynamics_Index2,GDP,Exports,Imports,Trade_Balance,Per_capita_GNI,Exchange_Rate_Stability,Household_consumption,Population,Government_expenditure
China,1970.0,0.1416825893047461,41951817126.0,31045205347.0,10906611779.0,20138593568.0,113.0,0.0,33970947600.0,822534450.0,49020853239.0
China,1971.0,0.1433699188705162,46072990024.0,34244292259.0,11828697765.0,22415594494.0,118.0,0.0,38033000404.0,843285424.0,51263106387.0
China,1972.0,0.14504955718602636,49310600588.0,36286490138.0,13024110450.0,23262379688.0,132.0,0.0,44546555611.0,862840403.0,59428071689.0
China,1973.0,0.14711635612047083,61707298337.0,46572203218.0,15135095119.0,31437108099.0,157.0,0.0,54433060460.0,881652080.0,72006056985.0
China,1974.0,0.1485135729863688,65086171536.0,48917499286.0,16168672250.0,32748827036.0,160.0,0.0,55802569884.0,899367640.0,74801142196.0
China,1975.0,0.15031068828027014,76679907919.0,58548926083.0,18130981836.0,40417944247.0,179.0,0.0,67566405026.0,915124661.0,82186256631.0
China,1976.0,0.1509640001122367,70463466411.0,52352824597.0,18110641814.0,34242182783.0,166.0,0.0,62676419111.0,929375924.0,81822396251.0
China,1977.0,0.15253192197538834,81024622855.0,60602879976.0,20421742879.0,40181137097.0,186.0,0.0,74549588529.0,942581333.0,88695171104.0
China,1978.0,0.15493601632941423,108965909725.0,83906513179.0,25059396546.0,58847116633.0,229.0,0.0,96311475467.0,955138943.0,104000000000.0
China,1979.0,0.15707497712810561,127364333871.0,97743755074.0,29620578797.0,68123176277.0,272.0,0.0,115000000000.0,968298969.0,130000000000.0
China,1980.0,0.15916238774761868,144725840921.0,108000000000.0,36725840921.0,71274159079.0,312.0,0.0,134000000000.0,982372466.0,156000000000.0
China,1981.0,0.1595122102102736,132443276958.0,97553962172.0,34889314786.0,62664647386.0,290.0,0.0,121000000000.0,997259502.0,154000000000.0
China,1982.0,0.16034976796679806,130529209546.0,92976535656.0,37552673890.0,55423861766.0,281.0,0.0,115000000000.0,1013483166.0,151000000000.0
China,1983.0,0.16198907439621596,141420750286.0,99627439122.0,41793311164.0,57834127958.0,297.0,0.0,121000000000.0,1029226907.0,163000000000.0
China,1984.0,0.16342070780793688,154387133860.0,110000000000.0,44387133860.0,65612866140.0,302.0,0.0,121000000000.0,1044172197.0,159000000000.0
China,1985.0,0.16498611703305757,167399669126.0,124000000000.0,43399669126.0,80600330874.0,293.0,0.0,118000000000.0,1060239979.0,158000000000.0
China,1986.0,0.16581681048578137,160737712239.0,116000000000.0,44737712239.0,71262287761.0,279.0,0.0,116000000000.0,1077770523.0,153000000000.0
China,1987.0,0.1677944322037503,174375352624.0,125000000000.0,49375352624.0,75624647376.0,298.0,0.0,124000000000.0,1096851843.0,162000000000.0
China,1988.0,0.17172115497059423,224215442895.0,163000000000.0,61215442895.0,101784557105.0,365.0,0.0,156000000000.0,1115889802.0,202000000000.0
China,1989.0,0.17419776363885708,251767985870.0,173000000000.0,78767985870.0,94232014130.0,402.0,0.0,173000000000.0,1134414723.0,233000000000.0
China,1990.0,0.17316305149013,206129332648.0,137000000000.0,69129332648.0,67870667352.0,343.0,0.0,144000000000.0,1153704252.0,197000000000.0
China,1991.0,0.17497180098246135,219580305163.0,148000000000.0,71580305163.0,76419694837.0,354.0,0.0,153000000000.0,1170626171.0,198000000000.0
China,1992.0,0.17880407242088428,284693783613.0,196000000000.0,88693783613.0,107306216387.0,417.0,0.0,188000000000.0,1183813389.0,223000000000.0
China,1993.0,0.18445577773975053,387000000000.0,274000000000.0,113000000000.0,161000000000.0,517.0,0.0,247000000000.0,1195855558.0,272000000000.0
China,1994.0,0.18290919078439694,335000000000.0,231000000000.0,104000000000.0,127000000000.0,467.0,0.0,227000000000.0,1207286675.0,249000000000.0
China,1995.0,0.18850347340352255,425000000000.0,291000000000.0,134000000000.0,157000000000.0,593.0,0.0,300000000000.0,1218144426.0,336000000000.0
China,1996.0,0.19271617796626492,489000000000.0,331000000000.0,158000000000.0,173000000000.0,693.0,0.0,355000000000.0,1228298836.0,405000000000.0
China,1997.0,0.19554158920853842,537000000000.0,349000000000.0,188000000000.0,161000000000.0,768.0,0.0,398000000000.0,1237801448.0,442000000000.0
China,1998.0,0.19765613912203003,583000000000.0,367000000000.0,216000000000.0,151000000000.0,812.0,0.0,412000000000.0,1246836105.0,469000000000.0
China,1999.0,0.19990078347387907,624000000000.0,383000000000.0,241000000000.0,142000000000.0,860.0,0.0,435000000000.0,1255433236.0,506000000000.0
China,2000.0,0.20372796131182036,696000000000.0,417000000000.0,279000000000.0,138000000000.0,947.0,0.0,486000000000.0,1264099069.0,568000000000.0
China,2001.0,0.20872540667363274,813000000000.0,488000000000.0,325000000000.0,163000000000.0,1037.0,0.0,530000000000.0,1272739582.0,613000000000.0
China,2002.0,0.21330376799869896,916000000000.0,545000000000.0,371000000000.0,174000000000.0,1136.0,0.0,577000000000.0,1280926120.0,665000000000.0
China,2003.0,0.22151336868484628,1097000000000.0,675000000000.0,422000000000.0,253000000000.0,1280.0,0.0,669000000000.0,1288873367.0,717000000000.0
China,2004.0,0.23158505700475848,1261000000000.0,839000000000.0,422000000000.0,417000000000.0,1504.0,0.0,788000000000.0,1296816711.0,805000000000.0
China,2005.0,0.2399950961838721,1425000000000.0,922000000000.0,503000000000.0,419000000000.0,1740.0,0.0,942000000000.0,1304887562.0,905000000000.0
China,2006.0,0.2537538019790859,1719000000000.0,1100000000000.0,619000000000.0,481000000000.0,2092.0,0.0,1150000000000.0,1313086567.0,1040000000000.0
China,2007.0,0.2775723599762468,2275000000000.0,1440000000000.0,835000000000.0,605000000000.0,2693.0,0.0,1450000000000.0,1321513224.0,1290000000000.0
China,2008.0,0.31023041215892877,2940000000000.0,1940000000000.0,1000000000000.0,940000000000.0,3475.0,0.0,1870000000000.0,1330167148.0,1620000000000.0
China,2009.0,0.3310889061454867,3580000000000.0,2310000000000.0,1270000000000.0,1040000000000.0,3803.0,0.0,1980000000000.0,1339125595.0,1800000000000.0
China,2010.0,0.3651413951166826,4420000000000.0,2830000000000.0,1590000000000.0,1240000000000.0,4496.0,0.0,2400000000000.0,1348191368.0,2090000000000.0
China,2011.0,0.4128476757798747,5520000000000.0,3520000000000.0,2000000000000.0,1520000000000.0,5513.0,0.0,3020000000000.0,1357095481.0,2640000000000.0
China,2012.0,0.4419073764024469,6270000000000.0,3940000000000.0,2330000000000.0,1610000000000.0,6229.0,0.0,3310000000000.0,1366560818.0,3020000000000.0
China,2013.0,0.4744368916372048,7160000000000.0,4440000000000.0,2720000000000.0,1720000000000.0,6898.0,0.0,3590000000000.0,1376100308.0,3430000000000.0
China,2014.0,0.5002221014408529,7840000000000.0,4800000000000.0,3040000000000.0,1760000000000.0,7572.0,0.0,3810000000000.0,1385189668.0,3850000000000.0
China,2015.0,0.5067099834299199,8280000000000.0,4780000000000.0,3500000000000.0,1280000000000.0,7899.0,0.0,3770000000000.0,1393715448.0,4180000000000.0
China,2016.0,0.5095477459384463,8500000000000.0,4790000000000.0,3710000000000.0,1080000000000.0,7973.0,0.0,3690000000000.0,1401889681.0,4340000000000.0
China,2017.0,0.5441699991225989,9400000000000.0,5300000000000.0,4100000000000.0,1200000000000.0,8718.0,0.0,4070000000000.0,1410275957.0,4740000000000.0
China,2018.0,0.595127157599299,10790000000000.0,6090000000000.0,4700000000000.0,1390000000000.0,9762.0,0.0,4550000000000.0,1417069468.0,5350000000000.0
China,2019.0,0.6028787043330867,11120000000000.0,6180000000000.0,4940000000000.0,1240000000000.0,10015.0,0.0,4510000000000.0,1421864031.0,5600000000000.0
China,2020.0,0.612859949953503,11540000000000.0,6370000000000.0,5170000000000.0,1200000000000.0,10225.0,0.0,4530000000000.0,1424929781.0,5610000000000.0
China,2021.0,0.7024785114300043,13570000000000.0,7600000000000.0,5970000000000.0,1630000000000.0,12324.0,0.0,5780000000000.0,1425893465.0,6800000000000.0
France,1970.0,0.09442112410939199,91517870014.0,41851553854.0,49666316160.0,-7814762306.0,2882.0,0.0,32371563370.0,51724116.0,80559251389.0
France,1971.0,0.09547375128599589,101710840068.0,45460936874.0,56249903194.0,-10788966320.0,3196.0,0.0,36496374932.0,52185222.0,90115631449.0
France,1972.0,0.09778643981432553,125523406380.0,56269158044.0,69254248336.0,-12985090292.0,3881.0,0.0,43459612233.0,52637888.0,110000000000.0
France,1973.0,0.10161075116854314,165619291951.0,74633716294.0,90985575657.0,-16351859363.0,4999.0,0.0,57465737105.0,53053660.0,142000000000.0
France,1974.0,0.1030041615886345,185141303001.0,83141303001.0,102000000000.0,-18858696999.0,5356.0,0.0,62468153432.0,53415250.0,154000000000.0
France,1975.0,0.10712940690635134,222828087782.0,89828087782.0,133000000000.0,-43171912218.0,6735.0,0.0,77187168654.0,53715733.0,197000000000.0
France,1976.0,0.1080048150938057,237513497092.0,98513497092.0,139000000000.0,-40486502908.0,6919.0,0.0,79238553109.0,53966558.0,203000000000.0
France,1977.0,0.11015320997735539,261000000000.0,105000000000.0,156000000000.0,-51000000000.0,7584.0,0.0,87514008520.0,54221988.0,223000000000.0
France,1978.0,0.11570748912502118,314000000000.0,123000000000.0,191000000000.0,-68000000000.0,9329.0,0.0,109000000000.0,54486195.0,274000000000.0
France,1979.0,0.12222197479222334,384000000000.0,153000000000.0,231000000000.0,-78000000000.0,11263.0,0.0,130000000000.0,54753575.0,333000000000.0
France,1980.0,0.12775804505686994,450000000000.0,181000000000.0,269000000000.0,-88000000000.0,12833.0,0.0,149000000000.0,55052582.0,384000000000.0
France,1981.0,0.12199218028952845,387000000000.0,145000000000.0,242000000000.0,-97000000000.0,11187.0,0.0,129000000000.0,55371044.0,346000000000.0
France,1982.0,0.11995949070019428,369000000000.0,139000000000.0,230000000000.0,-91000000000.0,10527.0,0.0,119000000000.0,55694106.0,330000000000.0
France,1983.0,0.11784048160044107,346000000000.0,122000000000.0,224000000000.0,-102000000000.0,9958.0,0.0,114000000000.0,55992656.0,314000000000.0
France,1984.0,0.11593145923289662,327000000000.0,113000000000.0,214000000000.0,-101000000000.0,9370.0,0.0,108000000000.0,56275701.0,298000000000.0
France,1985.0,0.11725320558713159,341000000000.0,117000000000.0,224000000000.0,-107000000000.0,9765.0,0.0,113000000000.0,56569195.0,313000000000.0
France,1986.0,0.12996234928636907,482000000000.0,168000000000.0,314000000000.0,-146000000000.0,13625.0,0.0,153000000000.0,56865193.0,432000000000.0
France,1987.0,0.13950038972600518,591000000000.0,208000000000.0,383000000000.0,-175000000000.0,16470.0,0.0,180000000000.0,57168409.0,530000000000.0
France,1988.0,0.14446529421485368,658000000000.0,238000000000.0,420000000000.0,-182000000000.0,17844.0,0.0,194000000000.0,57472651.0,567000000000.0
France,1989.0,0.14485672698583008,674000000000.0,249000000000.0,425000000000.0,-176000000000.0,17815.0,0.0,193000000000.0,57766282.0,567000000000.0
France,1990.0,0.1588485833102178,835000000000.0,310000000000.0,525000000000.0,-215000000000.0,21941.0,0.0,240000000000.0,58044701.0,701000000000.0
France,1991.0,0.1582398561304868,832000000000.0,300000000000.0,532000000000.0,-232000000000.0,21823.0,0.0,238000000000.0,58312661.0,699000000000.0
France,1992.0,0.1648337414499944,907000000000.0,308000000000.0,599000000000.0,-291000000000.0,24021.0,0.0,259000000000.0,58567693.0,772000000000.0
France,1993.0,0.15911425583428196,843000000000.0,259000000000.0,584000000000.0,-325000000000.0,22609.0,0.0,237000000000.0,58793642.0,732000000000.0
France,1994.0,0.16306315146914846,901000000000.0,283000000000.0,618000000000.0,-335000000000.0,23701.0,0.0,243000000000.0,59006019.0,767000000000.0
France,1995.0,0.1744855667407074,1036000000000.0,328000000000.0,708000000000.0,-380000000000.0,27120.0,0.0,282000000000.0,59232333.0,876000000000.0
France,1996.0,0.17435106114088245,1036000000000.0,315000000000.0,721000000000.0,-406000000000.0,27231.0,0.0,277000000000.0,59471115.0,885000000000.0
France,1997.0,0.16567711787112394,935000000000.0,283000000000.0,652000000000.0,-369000000000.0,24623.0,0.0,251000000000.0,59723345.0,787000000000.0
France,1998.0,0.1689032171979346,983000000000.0,311000000000.0,672000000000.0,-361000000000.0,25380.0,0.0,260000000000.0,59998221.0,811000000000.0
France,1999.0,0.16871599637530862,991000000000.0,319000000000.0,672000000000.0,-353000000000.0,25248.0,0.0,253000000000.0,60297219.0,800000000000.0
France,2000.0,0.16165293039081208,926000000000.0,306000000000.0,620000000000.0,-314000000000.0,22823.0,0.0,231000000000.0,60631053.0,734000000000.0
France,2001.0,0.16205637801386072,933000000000.0,305000000000.0,628000000000.0,-323000000000.0,22972.0,0.0,227000000000.0,60997885.0,745000000000.0
France,2002.0,0.16736651618713574,1004000000000.0,319000000000.0,685000000000.0,-366000000000.0,24603.0,0.0,241000000000.0,61372011.0,807000000000.0
France,2003.0,0.18593395317729772,1242000000000.0,390000000000.0,852000000000.0,-462000000000.0,30204.0,0.0,287000000000.0,61740850.0,998000000000.0
France,2004.0,0.20094830706519287,1451000000000.0,463000000000.0,988000000000.0,-525000000000.0,34527.0,0.0,322000000000.0,62129161.0,1140000000000.0
France,2005.0,0.20554040976935092,1533000000000.0,493000000000.0,1040000000000.0,-547000000000.0,35718.0,0.0,323000000000.0,62535739.0,1190000000000.0
France,2006.0,0.21252634372121804,1649000000000.0,539000000000.0,1110000000000.0,-571000000000.0,37561.0,0.0,328000000000.0,62959772.0,1260000000000.0
France,2007.0,0.23116669100044235,1922000000000.0,642000000000.0,1280000000000.0,-638000000000.0,42745.0,0.0,365000000000.0,63396319.0,1440000000000.0
France,2008.0,0.24486245206502616,2124000000000.0,704000000000.0,1420000000000.0,-716000000000.0,46732.0,0.0,383000000000.0,63812060.0,1590000000000.0
France,2009.0,0.22944402587996485,1914000000000.0,574000000000.0,1340000000000.0,-766000000000.0,42863.0,0.0,341000000000.0,64203160.0,1490000000000.0
France,2010.0,0.2269134909730955,1900000000000.0,580000000000.0,1320000000000.0,-740000000000.0,41874.0,0.0,328000000000.0,64570189.0,1460000000000.0
France,2011.0,0.23966260173898132,2084000000000.0,664000000000.0,1420000000000.0,-756000000000.0,45251.0,0.0,359000000000.0,64915676.0,1570000000000.0
France,2012.0,0.22877732597463302,1947000000000.0,607000000000.0,1340000000000.0,-733000000000.0,42046.0,0.0,339000000000.0,65226346.0,1470000000000.0
France,2013.0,0.234974076607477,2037000000000.0,627000000000.0,1410000000000.0,-783000000000.0,43875.0,0.0,357000000000.0,65505493.0,1540000000000.0
France,2014.0,0.23698808437448216,2078000000000.0,648000000000.0,1430000000000.0,-782000000000.0,44299.0,0.0,360000000000.0,65779602.0,1550000000000.0
France,2015.0,0.2147739889964332,1774000000000.0,554000000000.0,1220000000000.0,-666000000000.0,37728.0,0.0,311000000000.0,66021439.0,1320000000000.0
France,2016.0,0.21613553062731802,1799000000000.0,559000000000.0,1240000000000.0,-681000000000.0,38110.0,0.0,311000000000.0,66217242.0,1340000000000.0
France,2017.0,0.2230790996706581,1898000000000.0,608000000000.0,1290000000000.0,-682000000000.0,39972.0,0.0,320000000000.0,66392217.0,1400000000000.0
France,2018.0,0.2336324939212695,2056000000000.0,666000000000.0,1390000000000.0,-724000000000.0,42910.0,0.0,341000000000.0,66549699.0,1500000000000.0
France,2019.0,0.23045834006637955,2015000000000.0,665000000000.0,1350000000000.0,-685000000000.0,41793.0,0.0,337000000000.0,66695469.0,1460000000000.0
France,2020.0,0.22449433616965503,1976000000000.0,626000000000.0,1350000000000.0,-724000000000.0,40119.0,0.0,311000000000.0,66800464.0,1410000000000.0
France,2021.0,0.2432843225749419,2210000000000.0,740000000000.0,1470000000000.0,-730000000000.0,45535.0,0.0,344000000000.0,66875883.0,1560000000000.0
Germany,1970.0,0.09832381751117666,126117762994.0,70587267317.0,55530495677.0,15056771640.0,2771.0,0.0,77442444513.0,78294583.0,120000000000.0
Germany,1971.0,0.10000034481885428,147396132712.0,79519021251.0,67877111461.0,11641909790.0,3196.0,0.0,85645654059.0,78511398.0,139000000000.0
Germany,1972.0,0.10246450569751962,175887414435.0,91710389436.0,84177024999.0,7533364437.0,3823.0,0.0,99883069652.0,78643556.0,169000000000.0
Germany,1973.0,0.10742768954350275,233000000000.0,117000000000.0,116000000000.0,1000000000.0,5077.0,0.0,133000000000.0,78667466.0,223000000000.0
Germany,1974.0,0.10944298717951872,255000000000.0,118000000000.0,137000000000.0,-19000000000.0,5679.0,0.0,150000000000.0,78620534.0,248000000000.0
Germany,1975.0,0.1114607330233203,278000000000.0,120000000000.0,158000000000.0,-38000000000.0,6274.0,0.0,159000000000.0,78513511.0,286000000000.0
Germany,1976.0,0.11316061219796694,299000000000.0,133000000000.0,166000000000.0,-33000000000.0,6665.0,0.0,169000000000.0,78364216.0,302000000000.0
Germany,1977.0,0.11714929121278905,344000000000.0,151000000000.0,193000000000.0,-42000000000.0,7702.0,0.0,194000000000.0,78221272.0,351000000000.0
Germany,1978.0,0.12434059381758776,425000000000.0,189000000000.0,236000000000.0,-47000000000.0,9550.0,0.0,238000000000.0,78071549.0,428000000000.0
Germany,1979.0,0.13204948879510403,530000000000.0,242000000000.0,288000000000.0,-46000000000.0,11355.0,0.0,277000000000.0,77915727.0,512000000000.0
Germany,1980.0,0.13559527560761728,581000000000.0,259000000000.0,322000000000.0,-63000000000.0,12267.0,0.0,292000000000.0,77786703.0,559000000000.0
Germany,1981.0,0.12710471585142558,477000000000.0,197000000000.0,280000000000.0,-83000000000.0,10328.0,0.0,240000000000.0,77684489.0,476000000000.0
Germany,1982.0,0.12552860488891326,456000000000.0,180000000000.0,276000000000.0,-96000000000.0,10021.0,0.0,234000000000.0,77610430.0,461000000000.0
Germany,1983.0,0.12554693356035945,463000000000.0,185000000000.0,278000000000.0,-93000000000.0,9982.0,0.0,230000000000.0,77566064.0,458000000000.0
Germany,1984.0,0.12324191893086782,435000000000.0,172000000000.0,263000000000.0,-91000000000.0,9428.0,0.0,216000000000.0,77568572.0,429000000000.0
Germany,1985.0,0.12349978504941479,437000000000.0,169000000000.0,268000000000.0,-99000000000.0,9516.0,0.0,224000000000.0,77638808.0,429000000000.0
Germany,1986.0,0.1390185330995951,627000000000.0,242000000000.0,385000000000.0,-143000000000.0,13530.0,0.0,321000000000.0,77803357.0,598000000000.0
Germany,1987.0,0.15112117849983822,779000000000.0,293000000000.0,486000000000.0,-193000000000.0,16702.0,0.0,390000000000.0,78090895.0,747000000000.0
Germany,1988.0,0.15656888805164706,859000000000.0,326000000000.0,533000000000.0,-207000000000.0,18027.0,0.0,418000000000.0,78477530.0,800000000000.0
Germany,1989.0,0.1567137350868195,872000000000.0,339000000000.0,533000000000.0,-194000000000.0,17922.0,0.0,410000000000.0,78916438.0,799000000000.0
Germany,1990.0,0.1751927917951361,1120000000000.0,440000000000.0,680000000000.0,-240000000000.0,22563.0,0.0,509000000000.0,79370196.0,998000000000.0
Germany,1991.0,0.17987398575462213,1202000000000.0,482000000000.0,720000000000.0,-238000000000.0,23506.0,0.0,524000000000.0,79801988.0,1050000000000.0
Germany,1992.0,0.1917618509022357,1388000000000.0,538000000000.0,850000000000.0,-312000000000.0,26657.0,0.0,564000000000.0,80205030.0,1190000000000.0
Germany,1993.0,0.18714643776063158,1357000000000.0,496000000000.0,861000000000.0,-365000000000.0,25751.0,0.0,505000000000.0,80573488.0,1170000000000.0
Germany,1994.0,0.19330041494399022,1452000000000.0,536000000000.0,916000000000.0,-380000000000.0,27255.0,0.0,524000000000.0,80882126.0,1240000000000.0
Germany,1995.0,0.2112947003878713,1719000000000.0,629000000000.0,1090000000000.0,-461000000000.0,31829.0,0.0,609000000000.0,81123262.0,1440000000000.0
Germany,1996.0,0.2061858810754949,1661000000000.0,581000000000.0,1080000000000.0,-499000000000.0,30721.0,0.0,575000000000.0,81300865.0,1410000000000.0
Germany,1997.0,0.19237452808264144,1470000000000.0,517000000000.0,953000000000.0,-436000000000.0,27110.0,0.0,511000000000.0,81436087.0,1240000000000.0
Germany,1998.0,0.1938724264245247,1493000000000.0,538000000000.0,955000000000.0,-417000000000.0,27307.0,0.0,521000000000.0,81524383.0,1250000000000.0
Germany,1999.0,0.19158814229569557,1479000000000.0,527000000000.0,952000000000.0,-425000000000.0,26717.0,0.0,498000000000.0,81556965.0,1230000000000.0
Germany,2000.0,0.18011407606563162,1311000000000.0,476000000000.0,835000000000.0,-359000000000.0,23693.0,0.0,448000000000.0,81551677.0,1090000000000.0
Germany,2001.0,0.17899483193388485,1284000000000.0,446000000000.0,838000000000.0,-392000000000.0,23682.0,0.0,443000000000.0,81514568.0,1100000000000.0
Germany,2002.0,0.1828399920564414,1339000000000.0,430000000000.0,909000000000.0,-479000000000.0,25131.0,0.0,462000000000.0,81443427.0,1150000000000.0
Germany,2003.0,0.20269900307323438,1620000000000.0,510000000000.0,1110000000000.0,-600000000000.0,30372.0,0.0,557000000000.0,81346810.0,1410000000000.0
Germany,2004.0,0.2179925600966705,1807000000000.0,557000000000.0,1250000000000.0,-693000000000.0,34778.0,0.0,639000000000.0,81266673.0,1580000000000.0
Germany,2005.0,0.21960957569974698,1814000000000.0,554000000000.0,1260000000000.0,-706000000000.0,35330.0,0.0,650000000000.0,81212168.0,1610000000000.0
Germany,2006.0,0.228368976815077,1925000000000.0,615000000000.0,1310000000000.0,-695000000000.0,37481.0,0.0,703000000000.0,81177817.0,1670000000000.0
Germany,2007.0,0.24882003441331108,2201000000000.0,731000000000.0,1470000000000.0,-739000000000.0,42751.0,0.0,812000000000.0,81183830.0,1850000000000.0
Germany,2008.0,0.2627784359325621,2410000000000.0,800000000000.0,1610000000000.0,-810000000000.0,46364.0,0.0,867000000000.0,81217482.0,2020000000000.0
Germany,2009.0,0.24447140744783027,2160000000000.0,630000000000.0,1530000000000.0,-900000000000.0,42754.0,0.0,714000000000.0,81260615.0,1920000000000.0
Germany,2010.0,0.2465348803798542,2182000000000.0,682000000000.0,1500000000000.0,-818000000000.0,42600.0,0.0,780000000000.0,81325090.0,1870000000000.0
Germany,2011.0,0.26520892434828675,2440000000000.0,810000000000.0,1630000000000.0,-820000000000.0,47165.0,0.0,866000000000.0,81423378.0,2040000000000.0
Germany,2012.0,0.25234465441063997,2235000000000.0,695000000000.0,1540000000000.0,-845000000000.0,44294.0,0.0,821000000000.0,81545565.0,1940000000000.0
Germany,2013.0,0.26196051107678336,2399000000000.0,749000000000.0,1650000000000.0,-901000000000.0,46757.0,0.0,851000000000.0,81680591.0,2040000000000.0
Germany,2014.0,0.2684022761788241,2491000000000.0,791000000000.0,1700000000000.0,-909000000000.0,48397.0,0.0,890000000000.0,81858825.0,2070000000000.0
Germany,2015.0,0.24298004192143915,2133000000000.0,663000000000.0,1470000000000.0,-807000000000.0,41825.0,0.0,771000000000.0,82073226.0,1780000000000.0
Germany,2016.0,0.24830730432908601,2192000000000.0,692000000000.0,1500000000000.0,-808000000000.0,43161.0,0.0,809000000000.0,82331423.0,1830000000000.0
Germany,2017.0,0.25937914323740374,2374000000000.0,774000000000.0,1600000000000.0,-826000000000.0,45735.0,0.0,858000000000.0,82624374.0,1920000000000.0
Germany,2018.0,0.27454277429808666,2601000000000.0,871000000000.0,1730000000000.0,-859000000000.0,49561.0,0.0,910000000000.0,82896696.0,2070000000000.0
Germany,2019.0,0.2701390690521616,2550000000000.0,860000000000.0,1690000000000.0,-830000000000.0,48336.0,0.0,875000000000.0,83148141.0,2020000000000.0
Germany,2020.0,0.2687870929083267,2599000000000.0,859000000000.0,1740000000000.0,-881000000000.0,48053.0,0.0,844000000000.0,83328988.0,1960000000000.0
Germany,2021.0,0.2878672114013385,2862000000000.0,992000000000.0,1870000000000.0,-878000000000.0,52885.0,0.0,926000000000.0,83408554.0,2100000000000.0
India,1970.0,0.12189386146181141,24536011809.0,10227772896.0,14308238913.0,-4080466017.0,111.0,0.0,10148908687.0,557501301.0,49741148289.0
India,1971.0,0.12290311669453248,27373251404.0,11587349896.0,15785901508.0,-4198551612.0,117.0,0.0,11216429588.0,569999178.0,53705844965.0
