Country,Year,GDP,GNI_USD,Exports,Imports,AMA_exchange_rate,IMF_exchange_rate,Per_capita_GNI,Population,Household_consumption,Manufacturing,Construction,Government_expenditure,Gross_capital_formation,Trade_balance
USSR (Former),1979.0,0.0,0.0,275000000000.0,230000000000.0,0.656,0.656,3466.0,260165382.0,345000000000.0,902000000000.0,178000000000.0,439000000000.0,0.0,45000000000.0
USSR (Former),1980.0,0.0,0.0,272000000000.0,240000000000.0,0.66,0.66,3585.0,262243102.0,361000000000.0,940000000000.0,188000000000.0,467000000000.0,0.0,32000000000.0
USSR (Former),1981.0,0.0,0.0,259000000000.0,231000000000.0,0.72,0.72,3431.0,264313541.0,344000000000.0,907000000000.0,180000000000.0,452000000000.0,0.0,28000000000.0
USSR (Former),1982.0,0.0,0.0,304000000000.0,242000000000.0,0.73,0.73,3602.0,266498529.0,365000000000.0,960000000000.0,190000000000.0,461000000000.0,0.0,62000000000.0
USSR (Former),1983.0,0.0,0.0,321000000000.0,250000000000.0,0.738,0.738,3693.0,268911386.0,344000000000.0,993000000000.0,199000000000.0,472000000000.0,0.0,71000000000.0
USSR (Former),1984.0,0.0,0.0,308000000000.0,237000000000.0,0.814,0.814,3457.0,271399586.0,322000000000.0,938000000000.0,188000000000.0,443000000000.0,0.0,71000000000.0
USSR (Former),1985.0,0.0,0.0,292000000000.0,234000000000.0,0.85,0.85,3338.0,273834304.0,310000000000.0,914000000000.0,187000000000.0,434000000000.0,0.0,58000000000.0
USSR (Former),1986.0,0.0,0.0,272000000000.0,225000000000.0,0.938037444,0.709,3079.0,276502237.0,275000000000.0,851000000000.0,177000000000.0,402000000000.0,0.0,47000000000.0
USSR (Former),1987.0,0.0,0.0,257000000000.0,219000000000.0,1.030623779,0.637,2865.0,279366930.0,261000000000.0,800000000000.0,167000000000.0,377000000000.0,0.0,38000000000.0
USSR (Former),1988.0,0.0,0.0,247000000000.0,219000000000.0,1.11687502,0.607,2779.0,282085934.0,241000000000.0,784000000000.0,168000000000.0,368000000000.0,0.0,28000000000.0
USSR (Former),1989.0,0.0,0.0,177000000000.0,223000000000.0,1.204147894,0.627,2750.0,284368230.0,234000000000.0,782000000000.0,167000000000.0,371000000000.0,0.0,-46000000000.0
USSR (Former),1990.0,0.0,0.0,227000000000.0,225000000000.0,1.291091229,0.666,2763.0,286184425.0,225000000000.0,791000000000.0,168000000000.0,373000000000.0,0.0,2000000000.0
United Kingdom,1970.0,0.0,0.0,31717018671.0,46206113184.0,0.416666999,0.416666999,2546.0,55650166.0,41646337553.0,131000000000.0,23202463871.0,88390537411.0,27375638138.0,-14489094513.0
United Kingdom,1971.0,0.0,0.0,35087631824.0,53656457044.0,0.410920237,0.410920237,2862.0,55875903.0,46406509064.0,149000000000.0,26803430439.0,100000000000.0,30378114444.0,-18568825220.0
United Kingdom,1972.0,0.0,0.0,39213424166.0,63436874919.0,0.400390462,0.400390462,3272.0,56057315.0,52640800306.0,173000000000.0,31367520475.0,117000000000.0,35205933593.0,-24223450753.0
United Kingdom,1973.0,0.0,0.0,52099756842.0,73812924830.0,0.408170945,0.408170945,3706.0,56166630.0,58766843981.0,198000000000.0,35181117533.0,131000000000.0,47637753799.0,-21713167988.0
United Kingdom,1974.0,0.0,0.0,56905032252.0,82289781472.0,0.42775644,0.42775644,4000.0,56233776.0,62844077538.0,218000000000.0,41565515672.0,144000000000.0,65161677090.0,-25384749220.0
United Kingdom,1975.0,0.0,0.0,57583125116.0,99178501869.0,0.452041166,0.452041166,4739.0,56266842.0,72644018842.0,258000000000.0,54249705254.0,168000000000.0,65423667679.0,-41595376753.0
United Kingdom,1976.0,0.0,0.0,60318589268.0,96109732196.0,0.556509832,0.556509832,4561.0,56263232.0,70803537946.0,248000000000.0,51601478234.0,159000000000.0,67659715628.0,-35791142928.0
United Kingdom,1977.0,0.0,0.0,66572259009.0,109000000000.0,0.573271999,0.573271999,5089.0,56244840.0,80650912845.0,278000000000.0,54696381569.0,176000000000.0,76085479626.0,-42427740991.0
United Kingdom,1978.0,0.0,0.0,82920214826.0,139000000000.0,0.521504582,0.521504582,6471.0,56240768.0,104000000000.0,351000000000.0,68113917314.0,223000000000.0,89519846194.0,-56079785174.0
United Kingdom,1979.0,0.0,0.0,109000000000.0,181000000000.0,0.472181166,0.472181166,8367.0,56265154.0,136000000000.0,452000000000.0,87245402814.0,292000000000.0,118000000000.0,-72000000000.0
United Kingdom,1980.0,0.0,0.0,121000000000.0,233000000000.0,0.430294999,0.430294999,10662.0,56326328.0,176000000000.0,577000000000.0,120000000000.0,372000000000.0,138000000000.0,-112000000000.0
United Kingdom,1981.0,0.0,0.0,104000000000.0,226000000000.0,0.497641332,0.497641332,10129.0,56395846.0,165000000000.0,551000000000.0,118000000000.0,358000000000.0,125000000000.0,-122000000000.0
United Kingdom,1982.0,0.0,0.0,103000000000.0,217000000000.0,0.572446832,0.572446832,9615.0,56450133.0,154000000000.0,521000000000.0,111000000000.0,341000000000.0,122000000000.0,-114000000000.0
United Kingdom,1983.0,0.0,0.0,103000000000.0,209000000000.0,0.659724582,0.659724582,9170.0,56501612.0,144000000000.0,495000000000.0,105000000000.0,325000000000.0,121000000000.0,-106000000000.0
United Kingdom,1984.0,0.0,0.0,102000000000.0,199000000000.0,0.751806666,0.751806666,8642.0,56568253.0,133000000000.0,464000000000.0,97376976404.0,307000000000.0,127000000000.0,-97000000000.0
United Kingdom,1985.0,0.0,0.0,107000000000.0,213000000000.0,0.779246,0.779246,9042.0,56643045.0,139000000000.0,489000000000.0,99386363260.0,324000000000.0,131000000000.0,-106000000000.0
United Kingdom,1986.0,0.0,0.0,130000000000.0,261000000000.0,0.682197333,0.682197333,11148.0,56721909.0,164000000000.0,599000000000.0,122000000000.0,410000000000.0,153000000000.0,-131000000000.0
United Kingdom,1987.0,0.0,0.0,168000000000.0,317000000000.0,0.6119265,0.6119265,13669.0,56826322.0,192000000000.0,729000000000.0,146000000000.0,503000000000.0,188000000000.0,-149000000000.0
United Kingdom,1988.0,0.0,0.0,230000000000.0,385000000000.0,0.562170167,0.562170167,16610.0,56952648.0,225000000000.0,886000000000.0,171000000000.0,619000000000.0,229000000000.0,-155000000000.0
United Kingdom,1989.0,0.0,0.0,240000000000.0,393000000000.0,0.61117275,0.61117275,16678.0,57076099.0,220000000000.0,903000000000.0,170000000000.0,625000000000.0,241000000000.0,-153000000000.0
United Kingdom,1990.0,0.0,0.0,252000000000.0,492000000000.0,0.563177167,0.563177167,19512.0,57210442.0,235000000000.0,1050000000000.0,203000000000.0,733000000000.0,272000000000.0,-240000000000.0
United Kingdom,1991.0,0.0,0.0,225000000000.0,519000000000.0,0.567015333,0.567015333,20396.0,57359454.0,242000000000.0,1100000000000.0,222000000000.0,774000000000.0,259000000000.0,-294000000000.0
United Kingdom,1992.0,0.0,0.0,223000000000.0,548000000000.0,0.569774167,0.569774167,21245.0,57509240.0,249000000000.0,1140000000000.0,235000000000.0,812000000000.0,276000000000.0,-325000000000.0
United Kingdom,1993.0,0.0,0.0,196000000000.0,508000000000.0,0.666756553,0.666756553,19055.0,57647463.0,220000000000.0,1030000000000.0,204000000000.0,740000000000.0,264000000000.0,-312000000000.0
United Kingdom,1994.0,0.0,0.0,222000000000.0,543000000000.0,0.653426604,0.653426604,20762.0,57785900.0,243000000000.0,1120000000000.0,215000000000.0,794000000000.0,294000000000.0,-321000000000.0
United Kingdom,1995.0,0.0,0.0,251000000000.0,601000000000.0,0.63366812,0.63366812,22564.0,57930364.0,265000000000.0,1220000000000.0,230000000000.0,857000000000.0,339000000000.0,-350000000000.0
United Kingdom,1996.0,0.0,0.0,268000000000.0,632000000000.0,0.640958255,0.640958255,23705.0,58078586.0,282000000000.0,1290000000000.0,236000000000.0,910000000000.0,367000000000.0,-364000000000.0
United Kingdom,1997.0,0.0,0.0,276000000000.0,691000000000.0,0.610836114,0.610836114,26427.0,58250198.0,300000000000.0,1410000000000.0,251000000000.0,1030000000000.0,393000000000.0,-415000000000.0
United Kingdom,1998.0,0.0,0.0,301000000000.0,727000000000.0,0.603823594,0.603823594,28472.0,58438321.0,302000000000.0,1490000000000.0,266000000000.0,1100000000000.0,412000000000.0,-426000000000.0
United Kingdom,1999.0,0.0,0.0,304000000000.0,743000000000.0,0.618056845,0.618056845,28712.0,58635202.0,296000000000.0,1520000000000.0,279000000000.0,1120000000000.0,427000000000.0,-439000000000.0
United Kingdom,2000.0,0.0,0.0,305000000000.0,732000000000.0,0.660930833,0.660930833,28386.0,58850043.0,290000000000.0,1490000000000.0,278000000000.0,1100000000000.0,447000000000.0,-427000000000.0
United Kingdom,2001.0,0.0,0.0,299000000000.0,739000000000.0,0.694655,0.694655,28050.0,59092016.0,269000000000.0,1480000000000.0,286000000000.0,1090000000000.0,450000000000.0,-440000000000.0
United Kingdom,2002.0,0.0,0.0,326000000000.0,811000000000.0,0.667223333,0.667223333,30432.0,59355690.0,281000000000.0,1610000000000.0,325000000000.0,1180000000000.0,480000000000.0,-485000000000.0
United Kingdom,2003.0,0.0,0.0,369000000000.0,943000000000.0,0.6124725,0.6124725,34871.0,59649799.0,313000000000.0,1850000000000.0,388000000000.0,1340000000000.0,538000000000.0,-574000000000.0
United Kingdom,2004.0,0.0,0.0,429000000000.0,1130000000000.0,0.54618,0.54618,40716.0,59995851.0,354000000000.0,2180000000000.0,471000000000.0,1580000000000.0,639000000000.0,-701000000000.0
United Kingdom,2005.0,0.0,0.0,455000000000.0,1200000000000.0,0.549998333,0.549998333,42579.0,60383741.0,367000000000.0,2290000000000.0,500000000000.0,1640000000000.0,696000000000.0,-745000000000.0
United Kingdom,2006.0,0.0,0.0,495000000000.0,1300000000000.0,0.543486667,0.543486667,44392.0,60803700.0,387000000000.0,2440000000000.0,538000000000.0,1730000000000.0,796000000000.0,-805000000000.0
United Kingdom,2007.0,0.0,0.0,573000000000.0,1490000000000.0,0.499771667,0.499771667,50026.0,61260676.0,426000000000.0,2780000000000.0,610000000000.0,1970000000000.0,848000000000.0,-917000000000.0
United Kingdom,2008.0,0.0,0.0,513000000000.0,1420000000000.0,0.54396625,0.54396625,46855.0,61742151.0,414000000000.0,2650000000000.0,598000000000.0,1870000000000.0,853000000000.0,-907000000000.0
United Kingdom,2009.0,0.0,0.0,362000000000.0,1220000000000.0,0.641919263,0.641919263,38514.0,62243378.0,327000000000.0,2200000000000.0,532000000000.0,1560000000000.0,676000000000.0,-858000000000.0
United Kingdom,2010.0,0.0,0.0,404000000000.0,1230000000000.0,0.647179346,0.647179346,39714.0,62760039.0,344000000000.0,2240000000000.0,537000000000.0,1590000000000.0,754000000000.0,-826000000000.0
United Kingdom,2011.0,0.0,0.0,423000000000.0,1310000000000.0,0.624140836,0.624140836,42309.0,63286362.0,358000000000.0,2380000000000.0,558000000000.0,1710000000000.0,855000000000.0,-887000000000.0
United Kingdom,2012.0,0.0,0.0,430000000000.0,1340000000000.0,0.633046989,0.633046989,42019.0,63808727.0,363000000000.0,2420000000000.0,563000000000.0,1740000000000.0,853000000000.0,-910000000000.0
United Kingdom,2013.0,0.0,0.0,459000000000.0,1370000000000.0,0.639660578,0.639660578,42563.0,64302297.0,377000000000.0,2490000000000.0,561000000000.0,1810000000000.0,881000000000.0,-911000000000.0
United Kingdom,2014.0,0.0,0.0,540000000000.0,1520000000000.0,0.607729627,0.607729627,46476.0,64773504.0,399000000000.0,2730000000000.0,609000000000.0,1980000000000.0,934000000000.0,-980000000000.0
United Kingdom,2015.0,0.0,0.0,521000000000.0,1460000000000.0,0.654545479,0.654545479,44018.0,65224364.0,368000000000.0,2620000000000.0,572000000000.0,1890000000000.0,859000000000.0,-939000000000.0
United Kingdom,2016.0,0.0,0.0,484000000000.0,1360000000000.0,0.740634464,0.740634464,40157.0,65655203.0,325000000000.0,2410000000000.0,517000000000.0,1750000000000.0,826000000000.0,-876000000000.0
United Kingdom,2017.0,0.0,0.0,492000000000.0,1340000000000.0,0.777002598,0.777002598,40180.0,66064804.0,327000000000.0,2390000000000.0,499000000000.0,1730000000000.0,862000000000.0,-848000000000.0
United Kingdom,2018.0,0.0,0.0,521000000000.0,1440000000000.0,0.749581638,0.749581638,42734.0,66432993.0,350000000000.0,2570000000000.0,531000000000.0,1870000000000.0,943000000000.0,-919000000000.0
United Kingdom,2019.0,0.0,0.0,522000000000.0,1430000000000.0,0.78344511,0.78344511,42766.0,66778659.0,345000000000.0,2550000000000.0,543000000000.0,1840000000000.0,939000000000.0,-908000000000.0
United Kingdom,2020.0,0.0,0.0,467000000000.0,1420000000000.0,0.779999577,0.779999577,39425.0,67059474.0,323000000000.0,2440000000000.0,609000000000.0,1620000000000.0,781000000000.0,-953000000000.0
United Kingdom,2021.0,0.0,0.0,567000000000.0,1600000000000.0,0.727064945,0.727064945,46338.0,67281039.0,381000000000.0,2810000000000.0,701000000000.0,1890000000000.0,899000000000.0,-1033000000000.0
United States,1970.0,0.0,0.0,230000000000.0,417000000000.0,1.0,1.0,5363.0,200328340.0,289000000000.0,1060000000000.0,193000000000.0,647000000000.0,55760000000.0,-187000000000.0
United States,1971.0,0.0,0.0,255000000000.0,457000000000.0,1.0,1.0,5731.0,202907917.0,305000000000.0,1150000000000.0,209000000000.0,700000000000.0,62342000000.0,-202000000000.0
United States,1972.0,0.0,0.0,289000000000.0,500000000000.0,1.0,1.0,6239.0,205238390.0,336000000000.0,1270000000000.0,225000000000.0,768000000000.0,74216000000.0,-211000000000.0
United States,1973.0,0.0,0.0,333000000000.0,552000000000.0,1.0,1.0,6907.0,207314764.0,375000000000.0,1420000000000.0,239000000000.0,850000000000.0,91159000000.0,-219000000000.0
United States,1974.0,0.0,0.0,351000000000.0,604000000000.0,1.0,1.0,7422.0,209277968.0,402000000000.0,1530000000000.0,265000000000.0,930000000000.0,127000000000.0,-253000000000.0
United States,1975.0,0.0,0.0,342000000000.0,666000000000.0,1.0,1.0,7973.0,211274535.0,432000000000.0,1660000000000.0,297000000000.0,1030000000000.0,123000000000.0,-324000000000.0
United States,1976.0,0.0,0.0,413000000000.0,736000000000.0,1.0,1.0,8766.0,213270022.0,491000000000.0,1850000000000.0,315000000000.0,1150000000000.0,151000000000.0,-323000000000.0
United States,1977.0,0.0,0.0,490000000000.0,824000000000.0,1.0,1.0,9667.0,215437405.0,559000000000.0,2070000000000.0,341000000000.0,1270000000000.0,182000000000.0,-334000000000.0
United States,1978.0,0.0,0.0,584000000000.0,937000000000.0,1.0,1.0,10785.0,217881437.0,625000000000.0,2340000000000.0,371000000000.0,1420000000000.0,212000000000.0,-353000000000.0
United States,1979.0,0.0,0.0,660000000000.0,1050000000000.0,1.0,1.0,11858.0,220463115.0,690000000000.0,2610000000000.0,405000000000.0,1590000000000.0,253000000000.0,-390000000000.0
United States,1980.0,0.0,0.0,666000000000.0,1180000000000.0,1.0,1.0,12759.0,223140018.0,747000000000.0,2850000000000.0,454000000000.0,1750000000000.0,294000000000.0,-514000000000.0
United States,1981.0,0.0,0.0,779000000000.0,1330000000000.0,1.0,1.0,14189.0,225654008.0,861000000000.0,3200000000000.0,507000000000.0,1930000000000.0,318000000000.0,-551000000000.0
United States,1982.0,0.0,0.0,738000000000.0,1450000000000.0,1.0,1.0,14787.0,228001418.0,867000000000.0,3350000000000.0,555000000000.0,2070000000000.0,303000000000.0,-712000000000.0
United States,1983.0,0.0,0.0,809000000000.0,1590000000000.0,1.0,1.0,15687.0,230389964.0,903000000000.0,3600000000000.0,595000000000.0,2280000000000.0,329000000000.0,-781000000000.0
United States,1984.0,0.0,0.0,1010000000000.0,1760000000000.0,1.0,1.0,17323.0,232766280.0,1010000000000.0,4030000000000.0,635000000000.0,2490000000000.0,405000000000.0,-750000000000.0
United States,1985.0,0.0,0.0,1050000000000.0,1920000000000.0,1.0,1.0,18329.0,235146182.0,1040000000000.0,4320000000000.0,691000000000.0,2710000000000.0,417000000000.0,-870000000000.0
United States,1986.0,0.0,0.0,1090000000000.0,2100000000000.0,1.0,1.0,19016.0,237512783.0,1030000000000.0,4560000000000.0,738000000000.0,2890000000000.0,453000000000.0,-1010000000000.0
United States,1987.0,0.0,0.0,1150000000000.0,2280000000000.0,1.0,1.0,20133.0,239853168.0,1100000000000.0,4890000000000.0,777000000000.0,3080000000000.0,509000000000.0,-1130000000000.0
United States,1988.0,0.0,0.0,1200000000000.0,2490000000000.0,1.0,1.0,21694.0,242287814.0,1200000000000.0,5310000000000.0,820000000000.0,3330000000000.0,554000000000.0,-1290000000000.0
United States,1989.0,0.0,0.0,1270000000000.0,2690000000000.0,1.0,1.0,22855.0,244954094.0,1250000000000.0,5650000000000.0,881000000000.0,3580000000000.0,591000000000.0,-1420000000000.0
United States,1990.0,0.0,0.0,1280000000000.0,2900000000000.0,1.0,1.0,23792.0,248083732.0,1290000000000.0,5960000000000.0,948000000000.0,3810000000000.0,630000000000.0,-1620000000000.0
United States,1991.0,0.0,0.0,1240000000000.0,3070000000000.0,1.0,1.0,24236.0,251560189.0,1290000000000.0,6170000000000.0,1000000000000.0,3940000000000.0,624000000000.0,-1830000000000.0
United States,1992.0,0.0,0.0,1310000000000.0,3270000000000.0,1.0,1.0,25220.0,255175339.0,1320000000000.0,6500000000000.0,1050000000000.0,4200000000000.0,668000000000.0,-1960000000000.0
United States,1993.0,0.0,0.0,1400000000000.0,3440000000000.0,1.0,1.0,26021.0,258779753.0,1380000000000.0,6810000000000.0,1070000000000.0,4450000000000.0,720000000000.0,-2040000000000.0
United States,1994.0,0.0,0.0,1550000000000.0,3590000000000.0,1.0,1.0,27339.0,262273589.0,1480000000000.0,7240000000000.0,1110000000000.0,4720000000000.0,813000000000.0,-2040000000000.0
United States,1995.0,0.0,0.0,1630000000000.0,3810000000000.0,1.0,1.0,28513.0,265660556.0,1560000000000.0,7640000000000.0,1140000000000.0,4960000000000.0,903000000000.0,-2180000000000.0
United States,1996.0,0.0,0.0,1750000000000.0,4040000000000.0,1.0,1.0,29912.0,268984347.0,1610000000000.0,8050000000000.0,1170000000000.0,5240000000000.0,964000000000.0,-2290000000000.0
United States,1997.0,0.0,0.0,1920000000000.0,4340000000000.0,1.0,1.0,31532.0,272395438.0,1670000000000.0,8580000000000.0,1220000000000.0,5540000000000.0,1060000000000.0,-2420000000000.0
United States,1998.0,0.0,0.0,2080000000000.0,4590000000000.0,1.0,1.0,33119.0,275835018.0,1700000000000.0,9060000000000.0,1270000000000.0,5880000000000.0,1120000000000.0,-2510000000000.0
United States,1999.0,0.0,0.0,2260000000000.0,4900000000000.0,1.0,1.0,34710.0,279181581.0,1780000000000.0,9630000000000.0,1350000000000.0,6280000000000.0,1250000000000.0,-2640000000000.0
United States,2000.0,0.0,0.0,2430000000000.0,5270000000000.0,1.0,1.0,36770.0,282398554.0,1870000000000.0,10300000000000.0,1440000000000.0,6770000000000.0,1480000000000.0,-2840000000000.0
United States,2001.0,0.0,0.0,2350000000000.0,5580000000000.0,1.0,1.0,37643.0,285470493.0,1810000000000.0,10600000000000.0,1540000000000.0,7070000000000.0,1400000000000.0,-3230000000000.0
United States,2002.0,0.0,0.0,2370000000000.0,5860000000000.0,1.0,1.0,38329.0,288350252.0,1790000000000.0,10900000000000.0,1650000000000.0,7350000000000.0,1440000000000.0,-3490000000000.0
United States,2003.0,0.0,0.0,2490000000000.0,6140000000000.0,1.0,1.0,39624.0,291109820.0,1880000000000.0,11500000000000.0,1750000000000.0,7740000000000.0,1560000000000.0,-3650000000000.0
United States,2004.0,0.0,0.0,2770000000000.0,6490000000000.0,1.0,1.0,41904.0,293947885.0,2010000000000.0,12200000000000.0,1850000000000.0,8230000000000.0,1810000000000.0,-3720000000000.0
United States,2005.0,0.0,0.0,3050000000000.0,6940000000000.0,1.0,1.0,44355.0,296842670.0,2150000000000.0,13000000000000.0,1960000000000.0,8770000000000.0,2040000000000.0,-3890000000000.0
United States,2006.0,0.0,0.0,3250000000000.0,7330000000000.0,1.0,1.0,46927.0,299753098.0,2330000000000.0,13800000000000.0,2070000000000.0,9280000000000.0,2260000000000.0,-4080000000000.0
United States,2007.0,0.0,0.0,3270000000000.0,7710000000000.0,1.0,1.0,48061.0,302743399.0,2430000000000.0,14500000000000.0,2200000000000.0,9750000000000.0,2400000000000.0,-4440000000000.0
United States,2008.0,0.0,0.0,3110000000000.0,7950000000000.0,1.0,1.0,48146.0,305694910.0,2470000000000.0,14800000000000.0,2350000000000.0,10100000000000.0,2580000000000.0,-4840000000000.0
United States,2009.0,0.0,0.0,2570000000000.0,8090000000000.0,1.0,1.0,46761.0,308512035.0,2270000000000.0,14500000000000.0,2430000000000.0,9890000000000.0,2000000000000.0,-5520000000000.0
United States,2010.0,0.0,0.0,2810000000000.0,8350000000000.0,1.0,1.0,48756.0,311182845.0,2430000000000.0,15000000000000.0,2510000000000.0,10300000000000.0,2390000000000.0,-5540000000000.0
United States,2011.0,0.0,0.0,2970000000000.0,8610000000000.0,1.0,1.0,50497.0,313876608.0,2560000000000.0,15600000000000.0,2510000000000.0,10700000000000.0,2700000000000.0,-5640000000000.0
United States,2012.0,0.0,0.0,3240000000000.0,9000000000000.0,1.0,1.0,52662.0,316651321.0,2620000000000.0,16300000000000.0,2520000000000.0,11000000000000.0,2770000000000.0,-5760000000000.0
United States,2013.0,0.0,0.0,3430000000000.0,9230000000000.0,1.0,1.0,53819.0,319375166.0,2720000000000.0,16800000000000.0,2530000000000.0,11400000000000.0,2770000000000.0,-5800000000000.0
United States,2014.0,0.0,0.0,3650000000000.0,9650000000000.0,1.0,1.0,56029.0,322033964.0,2820000000000.0,17600000000000.0,2570000000000.0,11800000000000.0,2890000000000.0,-6000000000000.0
United States,2015.0,0.0,0.0,3860000000000.0,10100000000000.0,1.0,1.0,57488.0,324607776.0,2740000000000.0,18200000000000.0,2610000000000.0,12300000000000.0,2790000000000.0,-6240000000000.0
United States,2016.0,0.0,0.0,3840000000000.0,10400000000000.0,1.0,1.0,58129.0,327210198.0,2670000000000.0,18700000000000.0,2660000000000.0,12700000000000.0,2740000000000.0,-6560000000000.0
United States,2017.0,0.0,0.0,4050000000000.0,10800000000000.0,1.0,1.0,60297.0,329791231.0,2840000000000.0,19500000000000.0,2730000000000.0,13200000000000.0,2920000000000.0,-6750000000000.0
United States,2018.0,0.0,0.0,4350000000000.0,11400000000000.0,1.0,1.0,63038.0,332140037.0,3030000000000.0,20500000000000.0,2870000000000.0,13900000000000.0,3130000000000.0,-7050000000000.0
United States,2019.0,0.0,0.0,4560000000000.0,11900000000000.0,1.0,1.0,65101.0,334319671.0,3060000000000.0,21400000000000.0,3010000000000.0,14400000000000.0,3120000000000.0,-7340000000000.0
United States,2020.0,0.0,0.0,4430000000000.0,12000000000000.0,1.0,1.0,63917.0,335942003.0,2840000000000.0,21100000000000.0,3140000000000.0,14100000000000.0,2780000000000.0,-7570000000000.0
United States,2021.0,0.0,0.0,4920000000000.0,12900000000000.0,1.0,1.0,70081.0,336997624.0,3270000000000.0,23300000000000.0,3350000000000.0,15900000000000.0,3400000000000.0,-7980000000000.0





