Country,Year,Political_Dynamics_Index2,Economic_Activity,Exports,Imports,Per_capita_GNI,Government_expenditure
Israel,2006.0,6.8,102738186508.0,31856270733.0,70881915775.0,22472.0,85234663699.0
Israel,2007.0,7.8,120864082996.0,38532001121.0,82332081875.0,25737.0,101000000000.0
Israel,2008.0,9.13,145196542473.0,44196542473.0,101000000000.0,30037.0,124000000000.0
Israel,2009.0,8.57,136508197943.0,38501276697.0,98006921246.0,28196.0,117000000000.0
Israel,2010.0,9.57,155393808811.0,44393808811.0,111000000000.0,31427.0,133000000000.0
Israel,2011.0,10.6,179300641778.0,55300641778.0,124000000000.0,34689.0,149000000000.0
Israel,2012.0,10.16,179236675987.0,55236675987.0,124000000000.0,33165.0,145000000000.0
Israel,2013.0,11.42,199226858615.0,59226858615.0,140000000000.0,37302.0,163000000000.0
Israel,2014.0,12.05,211871515697.0,63871515697.0,148000000000.0,39302.0,172000000000.0
Israel,2015.0,11.39,201502087964.0,59502087964.0,142000000000.0,37152.0,164000000000.0
Israel,2016.0,11.92,218910082575.0,66910082575.0,152000000000.0,38747.0,175000000000.0
Israel,2017.0,13.11,247045515172.0,75045515172.0,172000000000.0,42542.0,194000000000.0
Israel,2018.0,13.64,261852557935.0,81852557935.0,180000000000.0,44152.0,204000000000.0
Israel,2019.0,14.21,274813523534.0,84813523534.0,190000000000.0,45968.0,215000000000.0
Israel,2020.0,14.25,286038965313.0,90038965313.0,196000000000.0,46012.0,202000000000.0
Israel,2021.0,16.56,339000000000.0,110000000000.0,229000000000.0,53302.0,243000000000.0
Japan,1970.0,1.13,137518879837.0,87370670739.0,50148209098.0,2015.0,98881949459.0
Japan,1971.0,1.25,150690537435.0,90431127311.0,60259410124.0,2248.0,114000000000.0
Japan,1972.0,1.67,202397695408.0,119000000000.0,83397695408.0,2942.0,153000000000.0
Japan,1973.0,2.32,285000000000.0,173000000000.0,112000000000.0,3944.0,206000000000.0
Japan,1974.0,2.55,314000000000.0,188000000000.0,126000000000.0,4314.0,232000000000.0
Japan,1975.0,2.68,323000000000.0,180000000000.0,143000000000.0,4639.0,265000000000.0
Japan,1976.0,2.99,358000000000.0,197000000000.0,161000000000.0,5159.0,300000000000.0
Japan,1977.0,3.65,436000000000.0,234000000000.0,202000000000.0,6290.0,370000000000.0
Japan,1978.0,5.15,620000000000.0,330000000000.0,290000000000.0,8765.0,520000000000.0
Japan,1979.0,5.45,671000000000.0,361000000000.0,310000000000.0,9056.0,551000000000.0
Japan,1980.0,5.76,726000000000.0,375000000000.0,351000000000.0,9404.0,579000000000.0
Japan,1981.0,6.26,786000000000.0,399000000000.0,387000000000.0,10290.0,633000000000.0
Japan,1982.0,5.79,726000000000.0,358000000000.0,368000000000.0,9540.0,602000000000.0
Japan,1983.0,6.29,787000000000.0,375000000000.0,412000000000.0,10404.0,665000000000.0
Japan,1984.0,6.66,837000000000.0,396000000000.0,441000000000.0,10978.0,697000000000.0
Japan,1985.0,7.09,898000000000.0,420000000000.0,478000000000.0,11606.0,735000000000.0
Japan,1986.0,10.55,1343000000000.0,623000000000.0,720000000000.0,17159.0,1080000000000.0
Japan,1987.0,13.01,1676000000000.0,784000000000.0,892000000000.0,20852.0,1320000000000.0
Japan,1988.0,16.04,2100000000000.0,1020000000000.0,1080000000000.0,25189.0,1580000000000.0
Japan,1989.0,15.98,2100000000000.0,1030000000000.0,1070000000000.0,24976.0,1560000000000.0
Japan,1990.0,16.41,2160000000000.0,1080000000000.0,1080000000000.0,25523.0,1600000000000.0
Japan,1991.0,18.7,2460000000000.0,1230000000000.0,1230000000000.0,29095.0,1820000000000.0
Japan,1992.0,20.25,2660000000000.0,1270000000000.0,1390000000000.0,31682.0,2010000000000.0
Japan,1993.0,23.0,3030000000000.0,1370000000000.0,1660000000000.0,36014.0,2340000000000.0
Japan,1994.0,25.63,3420000000000.0,1530000000000.0,1890000000000.0,39552.0,2640000000000.0
Japan,1995.0,28.68,3800000000000.0,1720000000000.0,2080000000000.0,44587.0,2920000000000.0
Japan,1996.0,25.77,3450000000000.0,1580000000000.0,1870000000000.0,39632.0,2580000000000.0
Japan,1997.0,23.36,3120000000000.0,1400000000000.0,1720000000000.0,36114.0,2360000000000.0
Japan,1998.0,21.1,2810000000000.0,1210000000000.0,1600000000000.0,32848.0,2170000000000.0
Japan,1999.0,23.7,3140000000000.0,1310000000000.0,1830000000000.0,37082.0,2510000000000.0
Japan,2000.0,25.55,3410000000000.0,1410000000000.0,2000000000000.0,39748.0,2670000000000.0
Japan,2001.0,22.45,3000000000000.0,1210000000000.0,1790000000000.0,34964.0,2380000000000.0
Japan,2002.0,21.25,2830000000000.0,1080000000000.0,1750000000000.0,33337.0,2300000000000.0
Japan,2003.0,22.99,3070000000000.0,1160000000000.0,1910000000000.0,36020.0,2480000000000.0
Japan,2004.0,24.86,3310000000000.0,1250000000000.0,2060000000000.0,39066.0,2680000000000.0
Japan,2005.0,24.73,3310000000000.0,1260000000000.0,2050000000000.0,38644.0,2650000000000.0
Japan,2006.0,23.69,3180000000000.0,1200000000000.0,1980000000000.0,36939.0,2530000000000.0
Japan,2007.0,23.57,3160000000000.0,1180000000000.0,1980000000000.0,36874.0,2510000000000.0
Japan,2008.0,26.36,3550000000000.0,1320000000000.0,2230000000000.0,40943.0,2850000000000.0
Japan,2009.0,26.94,3610000000000.0,1200000000000.0,2410000000000.0,42324.0,3050000000000.0
Japan,2010.0,29.1,3860000000000.0,1300000000000.0,2560000000000.0,46153.0,3280000000000.0
Japan,2011.0,31.99,4290000000000.0,1470000000000.0,2820000000000.0,50110.0,3570000000000.0
Japan,2012.0,32.31,4340000000000.0,1510000000000.0,2830000000000.0,50413.0,3620000000000.0
Japan,2013.0,27.01,3620000000000.0,1270000000000.0,2350000000000.0,42228.0,3030000000000.0
Japan,2014.0,25.51,3420000000000.0,1230000000000.0,2190000000000.0,39843.0,2820000000000.0
Japan,2015.0,23.06,3080000000000.0,1120000000000.0,1960000000000.0,36304.0,2480000000000.0
Japan,2016.0,25.83,3450000000000.0,1240000000000.0,2210000000000.0,40772.0,2740000000000.0
Japan,2017.0,25.52,3400000000000.0,1240000000000.0,2160000000000.0,40369.0,2690000000000.0
Japan,2018.0,26.28,3510000000000.0,1290000000000.0,2220000000000.0,41429.0,2760000000000.0
Japan,2019.0,26.84,3590000000000.0,1320000000000.0,2270000000000.0,42320.0,2790000000000.0
Japan,2020.0,26.54,3580000000000.0,1280000000000.0,2300000000000.0,41701.0,2710000000000.0
Japan,2021.0,25.93,3460000000000.0,1250000000000.0,2210000000000.0,41162.0,2660000000000.0
Russian Federation,1990.0,2.3,269195436140.0,184000000000.0,85195436140.0,3870.0,279000000000.0
Russian Federation,1991.0,2.41,303762526769.0,217000000000.0,86762526769.0,3789.0,248000000000.0
Russian Federation,1992.0,1.98,246729621451.0,181000000000.0,65729621451.0,3241.0,170000000000.0
Russian Federation,1993.0,1.78,214278537610.0,132000000000.0,82278537610.0,3040.0,203000000000.0
Russian Federation,1994.0,1.58,188313224417.0,111000000000.0,77313224417.0,2730.0,191000000000.0
Russian Federation,1995.0,1.56,183643968192.0,109000000000.0,74643968192.0,2674.0,208000000000.0
Russian Federation,1996.0,1.48,167381355774.0,99231706101.0,68149649673.0,2622.0,204000000000.0
Russian Federation,1997.0,1.53,175174891574.0,95150682862.0,80024208712.0,2694.0,222000000000.0
Russian Federation,1998.0,0.92,99806346297.0,43349984604.0,56456361693.0,1764.0,156000000000.0
Russian Federation,1999.0,0.64,68043158941.0,31065396797.0,36977762144.0,1284.0,105000000000.0
Russian Federation,2000.0,0.9,100939702212.0,51912544565.0,49027157647.0,1733.0,120000000000.0
Russian Federation,2001.0,1.17,138678366189.0,71960368914.0,66717997275.0,2080.0,151000000000.0
Russian Federation,2002.0,1.32,158041259385.0,73989315649.0,84051943736.0,2341.0,176000000000.0
Russian Federation,2003.0,1.68,202976907434.0,95976907434.0,107000000000.0,2903.0,218000000000.0
Russian Federation,2004.0,2.3,268000000000.0,132000000000.0,136000000000.0,4033.0,298000000000.0
Russian Federation,2005.0,2.96,341000000000.0,164000000000.0,177000000000.0,5214.0,382000000000.0
Russian Federation,2006.0,3.91,460000000000.0,224000000000.0,236000000000.0,6737.0,483000000000.0
Russian Federation,2007.0,5.39,659000000000.0,336000000000.0,323000000000.0,8921.0,633000000000.0
Russian Federation,2008.0,7.03,872000000000.0,453000000000.0,419000000000.0,11381.0,811000000000.0
Russian Federation,2009.0,4.99,609000000000.0,247000000000.0,362000000000.0,8346.0,667000000000.0
Russian Federation,2010.0,6.38,791000000000.0,369000000000.0,422000000000.0,10410.0,785000000000.0
Russian Federation,2011.0,8.78,1139000000000.0,496000000000.0,643000000000.0,13851.0,1030000000000.0
Russian Federation,2012.0,9.6,1263000000000.0,542000000000.0,721000000000.0,14900.0,1140000000000.0
Russian Federation,2013.0,9.95,1317000000000.0,533000000000.0,784000000000.0,15369.0,1220000000000.0
Russian Federation,2014.0,8.79,1146000000000.0,461000000000.0,685000000000.0,13801.0,1090000000000.0
Russian Federation,2015.0,5.81,763000000000.0,302000000000.0,461000000000.0,9164.0,711000000000.0
Russian Federation,2016.0,5.52,734000000000.0,295000000000.0,439000000000.0,8554.0,678000000000.0
Russian Federation,2017.0,6.8,902000000000.0,372000000000.0,530000000000.0,10534.0,829000000000.0
Russian Federation,2018.0,6.94,896000000000.0,363000000000.0,533000000000.0,11101.0,836000000000.0
Russian Federation,2019.0,7.16,936000000000.0,384000000000.0,552000000000.0,11250.0,874000000000.0
Russian Federation,2020.0,6.42,850000000000.0,348000000000.0,502000000000.0,9987.0,783000000000.0
Russian Federation,2021.0,7.49,965000000000.0,399000000000.0,566000000000.0,11960.0,894000000000.0
USSR (Former),1970.0,1.62,266000000000.0,155000000000.0,111000000000.0,1804.0,205000000000.0
USSR (Former),1971.0,1.69,277000000000.0,160000000000.0,117000000000.0,1880.0,216000000000.0
USSR (Former),1972.0,1.89,306000000000.0,171000000000.0,135000000000.0,2110.0,249000000000.0
USSR (Former),1973.0,2.31,379000000000.0,218000000000.0,161000000000.0,2505.0,290000000000.0
USSR (Former),1974.0,2.26,368000000000.0,210000000000.0,158000000000.0,2479.0,292000000000.0
USSR (Former),1975.0,2.49,404000000000.0,221000000000.0,183000000000.0,2732.0,331000000000.0
USSR (Former),1976.0,2.49,406000000000.0,225000000000.0,181000000000.0,2718.0,329000000000.0
USSR (Former),1977.0,2.65,429000000000.0,239000000000.0,190000000000.0,2888.0,354000000000.0
USSR (Former),1978.0,3.01,489000000000.0,272000000000.0,217000000000.0,3257.0,401000000000.0
USSR (Former),1979.0,3.15,505000000000.0,275000000000.0,230000000000.0,3466.0,439000000000.0
USSR (Former),1980.0,3.22,512000000000.0,272000000000.0,240000000000.0,3585.0,467000000000.0
USSR (Former),1981.0,3.08,490000000000.0,259000000000.0,231000000000.0,3431.0,452000000000.0
USSR (Former),1982.0,3.37,546000000000.0,304000000000.0,242000000000.0,3602.0,461000000000.0
USSR (Former),1983.0,3.5,571000000000.0,321000000000.0,250000000000.0,3693.0,472000000000.0
USSR (Former),1984.0,3.31,545000000000.0,308000000000.0,237000000000.0,3457.0,443000000000.0
USSR (Former),1985.0,3.2,526000000000.0,292000000000.0,234000000000.0,3338.0,434000000000.0
USSR (Former),1986.0,2.99,497000000000.0,272000000000.0,225000000000.0,3079.0,402000000000.0
USSR (Former),1987.0,2.82,476000000000.0,257000000000.0,219000000000.0,2865.0,377000000000.0
USSR (Former),1988.0,2.75,466000000000.0,247000000000.0,219000000000.0,2779.0,368000000000.0
USSR (Former),1989.0,2.46,400000000000.0,177000000000.0,223000000000.0,2750.0,371000000000.0
USSR (Former),1990.0,2.68,452000000000.0,227000000000.0,225000000000.0,2763.0,373000000000.0
United Kingdom,1970.0,1.02,77923131855.0,31717018671.0,46206113184.0,2546.0,88390537411.0
United Kingdom,1971.0,1.16,88744088868.0,35087631824.0,53656457044.0,2862.0,100000000000.0
United Kingdom,1972.0,1.33,102650299085.0,39213424166.0,63436874919.0,3272.0,117000000000.0
United Kingdom,1973.0,1.56,125912681672.0,52099756842.0,73812924830.0,3706.0,131000000000.0
United Kingdom,1974.0,1.7,139194813724.0,56905032252.0,82289781472.0,4000.0,144000000000.0
United Kingdom,1975.0,1.98,156761626985.0,57583125116.0,99178501869.0,4739.0,168000000000.0
United Kingdom,1976.0,1.93,156428321464.0,60318589268.0,96109732196.0,4561.0,159000000000.0
United Kingdom,1977.0,2.16,175572259009.0,66572259009.0,109000000000.0,5089.0,176000000000.0
United Kingdom,1978.0,2.75,221920214826.0,82920214826.0,139000000000.0,6471.0,223000000000.0
United Kingdom,1979.0,3.58,290000000000.0,109000000000.0,181000000000.0,8367.0,292000000000.0
United Kingdom,1980.0,4.51,354000000000.0,121000000000.0,233000000000.0,10662.0,372000000000.0
United Kingdom,1981.0,4.25,330000000000.0,104000000000.0,226000000000.0,10129.0,358000000000.0
United Kingdom,1982.0,4.06,320000000000.0,103000000000.0,217000000000.0,9615.0,341000000000.0
United Kingdom,1983.0,3.9,312000000000.0,103000000000.0,209000000000.0,9170.0,325000000000.0
United Kingdom,1984.0,3.7,301000000000.0,102000000000.0,199000000000.0,8642.0,307000000000.0
United Kingdom,1985.0,3.89,320000000000.0,107000000000.0,213000000000.0,9042.0,324000000000.0
United Kingdom,1986.0,4.8,391000000000.0,130000000000.0,261000000000.0,11148.0,410000000000.0
United Kingdom,1987.0,5.93,485000000000.0,168000000000.0,317000000000.0,13669.0,503000000000.0
United Kingdom,1988.0,7.33,615000000000.0,230000000000.0,385000000000.0,16610.0,619000000000.0
United Kingdom,1989.0,7.42,633000000000.0,240000000000.0,393000000000.0,16678.0,625000000000.0
United Kingdom,1990.0,8.67,744000000000.0,252000000000.0,492000000000.0,19512.0,733000000000.0
United Kingdom,1991.0,8.92,744000000000.0,225000000000.0,519000000000.0,20396.0,774000000000.0
United Kingdom,1992.0,9.27,771000000000.0,223000000000.0,548000000000.0,21245.0,812000000000.0
United Kingdom,1993.0,8.35,704000000000.0,196000000000.0,508000000000.0,19055.0,740000000000.0
United Kingdom,1994.0,9.1,765000000000.0,222000000000.0,543000000000.0,20762.0,794000000000.0
United Kingdom,1995.0,9.97,852000000000.0,251000000000.0,601000000000.0,22564.0,857000000000.0
United Kingdom,1996.0,10.5,900000000000.0,268000000000.0,632000000000.0,23705.0,910000000000.0
United Kingdom,1997.0,11.58,967000000000.0,276000000000.0,691000000000.0,26427.0,1030000000000.0
United Kingdom,1998.0,12.43,1028000000000.0,301000000000.0,727000000000.0,28472.0,1100000000000.0
United Kingdom,1999.0,12.58,1047000000000.0,304000000000.0,743000000000.0,28712.0,1120000000000.0
United Kingdom,2000.0,12.44,1037000000000.0,305000000000.0,732000000000.0,28386.0,1100000000000.0
United Kingdom,2001.0,12.34,1038000000000.0,299000000000.0,739000000000.0,28050.0,1090000000000.0
United Kingdom,2002.0,13.42,1137000000000.0,326000000000.0,811000000000.0,30432.0,1180000000000.0
United Kingdom,2003.0,15.4,1312000000000.0,369000000000.0,943000000000.0,34871.0,1340000000000.0
United Kingdom,2004.0,18.09,1559000000000.0,429000000000.0,1130000000000.0,40716.0,1580000000000.0
United Kingdom,2005.0,19.0,1655000000000.0,455000000000.0,1200000000000.0,42579.0,1640000000000.0
United Kingdom,2006.0,20.07,1795000000000.0,495000000000.0,1300000000000.0,44392.0,1730000000000.0
United Kingdom,2007.0,22.78,2063000000000.0,573000000000.0,1490000000000.0,50026.0,1970000000000.0
United Kingdom,2008.0,21.33,1933000000000.0,513000000000.0,1420000000000.0,46855.0,1870000000000.0
United Kingdom,2009.0,17.45,1582000000000.0,362000000000.0,1220000000000.0,38514.0,1560000000000.0
United Kingdom,2010.0,18.03,1634000000000.0,404000000000.0,1230000000000.0,39714.0,1590000000000.0
United Kingdom,2011.0,19.18,1733000000000.0,423000000000.0,1310000000000.0,42309.0,1710000000000.0
United Kingdom,2012.0,19.25,1770000000000.0,430000000000.0,1340000000000.0,42019.0,1740000000000.0
United Kingdom,2013.0,19.67,1829000000000.0,459000000000.0,1370000000000.0,42563.0,1810000000000.0
United Kingdom,2014.0,21.73,2060000000000.0,540000000000.0,1520000000000.0,46476.0,1980000000000.0
United Kingdom,2015.0,20.69,1981000000000.0,521000000000.0,1460000000000.0,44018.0,1890000000000.0
United Kingdom,2016.0,19.02,1844000000000.0,484000000000.0,1360000000000.0,40157.0,1750000000000.0
United Kingdom,2017.0,18.98,1832000000000.0,492000000000.0,1340000000000.0,40180.0,1730000000000.0
United Kingdom,2018.0,20.25,1961000000000.0,521000000000.0,1440000000000.0,42734.0,1870000000000.0
United Kingdom,2019.0,20.21,1952000000000.0,522000000000.0,1430000000000.0,42766.0,1840000000000.0
United Kingdom,2020.0,18.85,1887000000000.0,467000000000.0,1420000000000.0,39425.0,1620000000000.0
United Kingdom,2021.0,22.01,2167000000000.0,567000000000.0,1600000000000.0,46338.0,1890000000000.0
United States,1970.0,4.23,647000000000.0,230000000000.0,417000000000.0,5363.0,647000000000.0
United States,1971.0,4.61,712000000000.0,255000000000.0,457000000000.0,5731.0,700000000000.0
United States,1972.0,5.08,789000000000.0,289000000000.0,500000000000.0,6239.0,768000000000.0
United States,1973.0,5.68,885000000000.0,333000000000.0,552000000000.0,6907.0,850000000000.0
United States,1974.0,6.13,955000000000.0,351000000000.0,604000000000.0,7422.0,930000000000.0
United States,1975.0,6.51,1008000000000.0,342000000000.0,666000000000.0,7973.0,1030000000000.0
United States,1976.0,7.34,1149000000000.0,413000000000.0,736000000000.0,8766.0,1150000000000.0
United States,1977.0,8.29,1314000000000.0,490000000000.0,824000000000.0,9667.0,1270000000000.0
United States,1978.0,9.48,1521000000000.0,584000000000.0,937000000000.0,10785.0,1420000000000.0
United States,1979.0,10.59,1710000000000.0,660000000000.0,1050000000000.0,11858.0,1590000000000.0
United States,1980.0,11.39,1846000000000.0,666000000000.0,1180000000000.0,12759.0,1750000000000.0
United States,1981.0,12.89,2109000000000.0,779000000000.0,1330000000000.0,14189.0,1930000000000.0
United States,1982.0,13.36,2188000000000.0,738000000000.0,1450000000000.0,14787.0,2070000000000.0
United States,1983.0,14.5,2399000000000.0,809000000000.0,1590000000000.0,15687.0,2280000000000.0
United States,1984.0,16.52,2770000000000.0,1010000000000.0,1760000000000.0,17323.0,2490000000000.0
United States,1985.0,17.64,2970000000000.0,1050000000000.0,1920000000000.0,18329.0,2710000000000.0
United States,1986.0,18.7,3190000000000.0,1090000000000.0,2100000000000.0,19016.0,2890000000000.0
United States,1987.0,19.98,3430000000000.0,1150000000000.0,2280000000000.0,20133.0,3080000000000.0
United States,1988.0,21.48,3690000000000.0,1200000000000.0,2490000000000.0,21694.0,3330000000000.0
United States,1989.0,22.92,3960000000000.0,1270000000000.0,2690000000000.0,22855.0,3580000000000.0
United States,1990.0,24.05,4180000000000.0,1280000000000.0,2900000000000.0,23792.0,3810000000000.0
United States,1991.0,24.64,4310000000000.0,1240000000000.0,3070000000000.0,24236.0,3940000000000.0
United States,1992.0,26.03,4580000000000.0,1310000000000.0,3270000000000.0,25220.0,4200000000000.0
United States,1993.0,27.36,4840000000000.0,1400000000000.0,3440000000000.0,26021.0,4450000000000.0
United States,1994.0,29.04,5140000000000.0,1550000000000.0,3590000000000.0,27339.0,4720000000000.0
United States,1995.0,30.58,5440000000000.0,1630000000000.0,3810000000000.0,28513.0,4960000000000.0
United States,1996.0,32.42,5790000000000.0,1750000000000.0,4040000000000.0,29912.0,5240000000000.0
United States,1997.0,34.77,6260000000000.0,1920000000000.0,4340000000000.0,31532.0,5540000000000.0
United States,1998.0,36.94,6670000000000.0,2080000000000.0,4590000000000.0,33119.0,5880000000000.0
United States,1999.0,39.43,7160000000000.0,2260000000000.0,4900000000000.0,34710.0,6280000000000.0
United States,2000.0,42.25,7700000000000.0,2430000000000.0,5270000000000.0,36770.0,6770000000000.0
United States,2001.0,43.35,7930000000000.0,2350000000000.0,5580000000000.0,37643.0,7070000000000.0
United States,2002.0,44.71,8230000000000.0,2370000000000.0,5860000000000.0,38329.0,7350000000000.0
United States,2003.0,46.75,8630000000000.0,2490000000000.0,6140000000000.0,39624.0,7740000000000.0
United States,2004.0,50.05,9260000000000.0,2770000000000.0,6490000000000.0,41904.0,8230000000000.0
United States,2005.0,53.76,9990000000000.0,3050000000000.0,6940000000000.0,44355.0,8770000000000.0
United States,2006.0,56.94,10580000000000.0,3250000000000.0,7330000000000.0,46927.0,9280000000000.0
United States,2007.0,58.87,10980000000000.0,3270000000000.0,7710000000000.0,48061.0,9750000000000.0
United States,2008.0,59.2,11060000000000.0,3110000000000.0,7950000000000.0,48146.0,10100000000000.0
United States,2009.0,56.8,10660000000000.0,2570000000000.0,8090000000000.0,46761.0,9890000000000.0
United States,2010.0,59.5,11160000000000.0,2810000000000.0,8350000000000.0,48756.0,10300000000000.0
United States,2011.0,61.78,11580000000000.0,2970000000000.0,8610000000000.0,50497.0,10700000000000.0
United States,2012.0,65.02,12240000000000.0,3240000000000.0,9000000000000.0,52662.0,11000000000000.0
United States,2013.0,67.16,12660000000000.0,3430000000000.0,9230000000000.0,53819.0,11400000000000.0
United States,2014.0,70.36,13300000000000.0,3650000000000.0,9650000000000.0,56029.0,11800000000000.0
United States,2015.0,73.45,13960000000000.0,3860000000000.0,10100000000000.0,57488.0,12300000000000.0
United States,2016.0,74.77,14240000000000.0,3840000000000.0,10400000000000.0,58129.0,12700000000000.0
United States,2017.0,77.9,14850000000000.0,4050000000000.0,10800000000000.0,60297.0,13200000000000.0
United States,2018.0,82.36,15750000000000.0,4350000000000.0,11400000000000.0,63038.0,13900000000000.0
United States,2019.0,85.79,16460000000000.0,4560000000000.0,11900000000000.0,65101.0,14400000000000.0
United States,2020.0,85.03,16430000000000.0,4430000000000.0,12000000000000.0,63917.0,14100000000000.0
United States,2021.0,92.95,17820000000000.0,4920000000000.0,12900000000000.0,70081.0,15900000000000.0
